fecha;abrir;max;min;cierre;cierre_ajus;
20-05-2021;1,9761;1,9761;1,9761;1,9761;1,9761;
19-05-2021;1,9663;1,9663;1,9663;1,9663;1,9663;
18-05-2021;1,9715;1,9715;1,9715;1,9715;1,9715;
17-05-2021;1,9816;1,9816;1,9816;1,9816;1,9816;
14-05-2021;1,9553;1,9553;1,9553;1,9553;1,9553;
13-05-2021;1,9626;1,9626;1,9626;1,9626;1,9626;
12-05-2021;1,9882;1,9882;1,9882;1,9882;1,9882;
11-05-2021;1,9911;1,9911;1,9911;1,9911;1,9911;
10-05-2021;2,0265;2,0265;2,0265;2,0265;2,0265;
07-05-2021;2,0339;2,0339;2,0339;2,0339;2,0339;
06-05-2021;2,0282;2,0282;2,0282;2,0282;2,0282;
05-05-2021;2,0357;2,0357;2,0357;2,0357;2,0357;
04-05-2021;2,0516;2,0516;2,0516;2,0516;2,0516;
03-05-2021;2,0613;2,0613;2,0613;2,0613;2,0613;
30-04-2021;2,0600;2,0600;2,0600;2,0600;2,0600;
29-04-2021;2,0284;2,0284;2,0284;2,0284;2,0284;
28-04-2021;2,0471;2,0471;2,0471;2,0471;2,0471;
27-04-2021;2,0287;2,0287;2,0287;2,0287;2,0287;
26-04-2021;2,0148;2,0148;2,0148;2,0148;2,0148;
23-04-2021;2,0019;2,0019;2,0019;2,0019;2,0019;
22-04-2021;2,0190;2,0190;2,0190;2,0190;2,0190;
21-04-2021;2,0129;2,0129;2,0129;2,0129;2,0129;
20-04-2021;2,0174;2,0174;2,0174;2,0174;2,0174;
19-04-2021;2,0454;2,0454;2,0454;2,0454;2,0454;
16-04-2021;2,0460;2,0460;2,0460;2,0460;2,0460;
15-04-2021;2,0322;2,0322;2,0322;2,0322;2,0322;
14-04-2021;2,0450;2,0450;2,0450;2,0450;2,0450;
13-04-2021;2,0441;2,0441;2,0441;2,0441;2,0441;
12-04-2021;2,0330;2,0330;2,0330;2,0330;2,0330;
09-04-2021;2,0173;2,0173;2,0173;2,0173;2,0173;
08-04-2021;2,0145;2,0145;2,0145;2,0145;2,0145;
07-04-2021;2,0086;2,0086;2,0086;2,0086;2,0086;
06-04-2021;2,0256;2,0256;2,0256;2,0256;2,0256;
05-04-2021;1,9705;1,9705;1,9705;1,9705;1,9705;
31-03-2021;1,9707;1,9707;1,9707;1,9707;1,9707;
30-03-2021;1,9897;1,9897;1,9897;1,9897;1,9897;
29-03-2021;1,9749;1,9749;1,9749;1,9749;1,9749;
26-03-2021;1,9572;1,9572;1,9572;1,9572;1,9572;
25-03-2021;1,9810;1,9810;1,9810;1,9810;1,9810;
24-03-2021;1,9913;1,9913;1,9913;1,9913;1,9913;
23-03-2021;1,9838;1,9838;1,9838;1,9838;1,9838;
22-03-2021;1,9623;1,9623;1,9623;1,9623;1,9623;
19-03-2021;1,9574;1,9574;1,9574;1,9574;1,9574;
18-03-2021;1,9838;1,9838;1,9838;1,9838;1,9838;
17-03-2021;1,9948;1,9948;1,9948;1,9948;1,9948;
16-03-2021;1,9875;1,9875;1,9875;1,9875;1,9875;
12-03-2021;1,9944;1,9944;1,9944;1,9944;1,9944;
11-03-2021;1,9863;1,9863;1,9863;1,9863;1,9863;
10-03-2021;2,0042;2,0042;2,0042;2,0042;2,0042;
09-03-2021;1,9852;1,9852;1,9852;1,9852;1,9852;
08-03-2021;1,9921;1,9921;1,9921;1,9921;1,9921;
05-03-2021;1,9436;1,9436;1,9436;1,9436;1,9436;
04-03-2021;1,9491;1,9491;1,9491;1,9491;1,9491;
03-03-2021;1,9497;1,9497;1,9497;1,9497;1,9497;
02-03-2021;1,9783;1,9783;1,9783;1,9783;1,9783;
01-03-2021;1,9656;1,9656;1,9656;1,9656;1,9656;
26-02-2021;1,9590;1,9590;1,9590;1,9590;1,9590;
25-02-2021;1,9782;1,9782;1,9782;1,9782;1,9782;
24-02-2021;1,9670;1,9670;1,9670;1,9670;1,9670;
23-02-2021;1,9927;1,9927;1,9927;1,9927;1,9927;
22-02-2021;1,9871;1,9871;1,9871;1,9871;1,9871;
19-02-2021;1,9804;1,9804;1,9804;1,9804;1,9804;
18-02-2021;1,9821;1,9821;1,9821;1,9821;1,9821;
17-02-2021;1,9878;1,9878;1,9878;1,9878;1,9878;
16-02-2021;1,9615;1,9615;1,9615;1,9615;1,9615;
15-02-2021;1,9629;1,9629;1,9629;1,9629;1,9629;
12-02-2021;1,9570;1,9570;1,9570;1,9570;1,9570;
11-02-2021;1,9548;1,9548;1,9548;1,9548;1,9548;
10-02-2021;1,9616;1,9616;1,9616;1,9616;1,9616;
09-02-2021;1,9607;1,9607;1,9607;1,9607;1,9607;
08-02-2021;1,9500;1,9500;1,9500;1,9500;1,9500;
05-02-2021;1,9733;1,9733;1,9733;1,9733;1,9733;
04-02-2021;1,9340;1,9340;1,9340;1,9340;1,9340;
03-02-2021;1,9206;1,9206;1,9206;1,9206;1,9206;
02-02-2021;1,8876;1,8876;1,8876;1,8876;1,8876;
29-01-2021;1,8889;1,8889;1,8889;1,8889;1,8889;
28-01-2021;1,8845;1,8845;1,8845;1,8845;1,8845;
27-01-2021;1,9106;1,9106;1,9106;1,9106;1,9106;
26-01-2021;1,9203;1,9203;1,9203;1,9203;1,9203;
25-01-2021;1,9021;1,9021;1,9021;1,9021;1,9021;
22-01-2021;1,8880;1,8880;1,8880;1,8880;1,8880;
21-01-2021;1,8805;1,8805;1,8805;1,8805;1,8805;
20-01-2021;1,8484;1,8484;1,8484;1,8484;1,8484;
19-01-2021;1,8269;1,8269;1,8269;1,8269;1,8269;
18-01-2021;1,8338;1,8338;1,8338;1,8338;1,8338;
15-01-2021;1,8373;1,8373;1,8373;1,8373;1,8373;
14-01-2021;1,8596;1,8596;1,8596;1,8596;1,8596;
13-01-2021;1,8517;1,8517;1,8517;1,8517;1,8517;
12-01-2021;1,8795;1,8795;1,8795;1,8795;1,8795;
11-01-2021;1,8980;1,8980;1,8980;1,8980;1,8980;
08-01-2021;1,8853;1,8853;1,8853;1,8853;1,8853;
07-01-2021;1,8229;1,8229;1,8229;1,8229;1,8229;
06-01-2021;1,8569;1,8569;1,8569;1,8569;1,8569;
05-01-2021;1,8454;1,8454;1,8454;1,8454;1,8454;
04-01-2021;1,8730;1,8730;1,8730;1,8730;1,8730;
31-12-2020;1,8680;1,8680;1,8680;1,8680;1,8680;
30-12-2020;1,8672;1,8672;1,8672;1,8672;1,8672;
29-12-2020;1,8746;1,8746;1,8746;1,8746;1,8746;
28-12-2020;1,8461;1,8461;1,8461;1,8461;1,8461;
24-12-2020;1,8707;1,8707;1,8707;1,8707;1,8707;
23-12-2020;1,8838;1,8838;1,8838;1,8838;1,8838;
22-12-2020;1,8653;1,8653;1,8653;1,8653;1,8653;
21-12-2020;1,8826;1,8826;1,8826;1,8826;1,8826;
18-12-2020;1,8682;1,8682;1,8682;1,8682;1,8682;
17-12-2020;1,8678;1,8678;1,8678;1,8678;1,8678;
16-12-2020;1,8512;1,8512;1,8512;1,8512;1,8512;
15-12-2020;1,8696;1,8696;1,8696;1,8696;1,8696;
14-12-2020;1,8601;1,8601;1,8601;1,8601;1,8601;
11-12-2020;1,8496;1,8496;1,8496;1,8496;1,8496;
10-12-2020;1,8354;1,8354;1,8354;1,8354;1,8354;
09-12-2020;1,8494;1,8494;1,8494;1,8494;1,8494;
08-12-2020;1,8520;1,8520;1,8520;1,8520;1,8520;
07-12-2020;1,8421;1,8421;1,8421;1,8421;1,8421;
04-12-2020;1,8435;1,8435;1,8435;1,8435;1,8435;
03-12-2020;1,8528;1,8528;1,8528;1,8528;1,8528;
02-12-2020;1,8522;1,8522;1,8522;1,8522;1,8522;
01-12-2020;1,8472;1,8472;1,8472;1,8472;1,8472;
30-11-2020;1,8462;1,8462;1,8462;1,8462;1,8462;
27-11-2020;1,8376;1,8376;1,8376;1,8376;1,8376;
26-11-2020;1,8297;1,8297;1,8297;1,8297;1,8297;
25-11-2020;1,8347;1,8347;1,8347;1,8347;1,8347;
24-11-2020;1,8219;1,8219;1,8219;1,8219;1,8219;
23-11-2020;1,8102;1,8102;1,8102;1,8102;1,8102;
20-11-2020;1,8248;1,8248;1,8248;1,8248;1,8248;
19-11-2020;1,8282;1,8282;1,8282;1,8282;1,8282;
18-11-2020;1,8468;1,8468;1,8468;1,8468;1,8468;
17-11-2020;1,8482;1,8482;1,8482;1,8482;1,8482;
13-11-2020;1,8458;1,8458;1,8458;1,8458;1,8458;
12-11-2020;1,8542;1,8542;1,8542;1,8542;1,8542;
11-11-2020;1,8172;1,8172;1,8172;1,8172;1,8172;
10-11-2020;1,8514;1,8514;1,8514;1,8514;1,8514;
09-11-2020;1,8875;1,8875;1,8875;1,8875;1,8875;
06-11-2020;1,8914;1,8914;1,8914;1,8914;1,8914;
05-11-2020;1,8761;1,8761;1,8761;1,8761;1,8761;
04-11-2020;1,8413;1,8413;1,8413;1,8413;1,8413;
03-11-2020;1,7991;1,7991;1,7991;1,7991;1,7991;
30-10-2020;1,8497;1,8497;1,8497;1,8497;1,8497;
29-10-2020;1,8134;1,8134;1,8134;1,8134;1,8134;
28-10-2020;1,8615;1,8615;1,8615;1,8615;1,8615;
27-10-2020;1,8475;1,8475;1,8475;1,8475;1,8475;
26-10-2020;1,8806;1,8806;1,8806;1,8806;1,8806;
23-10-2020;1,8786;1,8786;1,8786;1,8786;1,8786;
22-10-2020;1,8883;1,8883;1,8883;1,8883;1,8883;
21-10-2020;1,8886;1,8886;1,8886;1,8886;1,8886;
20-10-2020;1,8965;1,8965;1,8965;1,8965;1,8965;
19-10-2020;1,9089;1,9089;1,9089;1,9089;1,9089;
16-10-2020;1,9225;1,9225;1,9225;1,9225;1,9225;
15-10-2020;1,9350;1,9350;1,9350;1,9350;1,9350;
14-10-2020;1,9572;1,9572;1,9572;1,9572;1,9572;
13-10-2020;1,9419;1,9419;1,9419;1,9419;1,9419;
12-10-2020;1,9042;1,9042;1,9042;1,9042;1,9042;
09-10-2020;1,9054;1,9054;1,9054;1,9054;1,9054;
08-10-2020;1,8948;1,8948;1,8948;1,8948;1,8948;
07-10-2020;1,8826;1,8826;1,8826;1,8826;1,8826;
06-10-2020;1,8860;1,8860;1,8860;1,8860;1,8860;
05-10-2020;1,8764;1,8764;1,8764;1,8764;1,8764;
02-10-2020;1,9189;1,9189;1,9189;1,9189;1,9189;
01-10-2020;1,9283;1,9283;1,9283;1,9283;1,9283;
30-09-2020;1,9434;1,9434;1,9434;1,9434;1,9434;
29-09-2020;1,9531;1,9531;1,9531;1,9531;1,9531;
28-09-2020;1,9101;1,9101;1,9101;1,9101;1,9101;
25-09-2020;1,8568;1,8568;1,8568;1,8568;1,8568;
24-09-2020;1,8693;1,8693;1,8693;1,8693;1,8693;
23-09-2020;1,8703;1,8703;1,8703;1,8703;1,8703;
22-09-2020;1,8104;1,8104;1,8104;1,8104;1,8104;
21-09-2020;1,8006;1,8006;1,8006;1,8006;1,8006;
18-09-2020;1,8057;1,8057;1,8057;1,8057;1,8057;
17-09-2020;1,8633;1,8633;1,8633;1,8633;1,8633;
15-09-2020;1,8416;1,8416;1,8416;1,8416;1,8416;
14-09-2020;1,8365;1,8365;1,8365;1,8365;1,8365;
11-09-2020;1,8521;1,8521;1,8521;1,8521;1,8521;
10-09-2020;1,8829;1,8829;1,8829;1,8829;1,8829;
09-09-2020;1,8676;1,8676;1,8676;1,8676;1,8676;
08-09-2020;1,9126;1,9126;1,9126;1,9126;1,9126;
07-09-2020;1,9062;1,9062;1,9062;1,9062;1,9062;
04-09-2020;1,9553;1,9553;1,9553;1,9553;1,9553;
03-09-2020;2,0468;2,0468;2,0468;2,0468;2,0468;
02-09-2020;2,0187;2,0187;2,0187;2,0187;2,0187;
01-09-2020;2,0022;2,0022;2,0022;2,0022;2,0022;
31-08-2020;1,9947;1,9947;1,9947;1,9947;1,9947;
28-08-2020;2,0103;2,0103;2,0103;2,0103;2,0103;
27-08-2020;2,0028;2,0028;2,0028;2,0028;2,0028;
26-08-2020;1,9517;1,9517;1,9517;1,9517;1,9517;
25-08-2020;1,9374;1,9374;1,9374;1,9374;1,9374;
24-08-2020;1,9115;1,9115;1,9115;1,9115;1,9115;
21-08-2020;1,9209;1,9209;1,9209;1,9209;1,9209;
20-08-2020;1,9051;1,9051;1,9051;1,9051;1,9051;
19-08-2020;1,9144;1,9144;1,9144;1,9144;1,9144;
18-08-2020;1,8995;1,8995;1,8995;1,8995;1,8995;
17-08-2020;1,8689;1,8689;1,8689;1,8689;1,8689;
14-08-2020;1,8885;1,8885;1,8885;1,8885;1,8885;
13-08-2020;1,9037;1,9037;1,9037;1,9037;1,9037;
12-08-2020;1,8775;1,8775;1,8775;1,8775;1,8775;
11-08-2020;1,9023;1,9023;1,9023;1,9023;1,9023;
10-08-2020;1,9026;1,9026;1,9026;1,9026;1,9026;
07-08-2020;1,9231;1,9231;1,9231;1,9231;1,9231;
06-08-2020;1,9063;1,9063;1,9063;1,9063;1,9063;
05-08-2020;1,9266;1,9266;1,9266;1,9266;1,9266;
04-08-2020;1,9090;1,9090;1,9090;1,9090;1,9090;
03-08-2020;1,8490;1,8490;1,8490;1,8490;1,8490;
31-07-2020;1,8298;1,8298;1,8298;1,8298;1,8298;
30-07-2020;1,8277;1,8277;1,8277;1,8277;1,8277;
29-07-2020;1,7968;1,7968;1,7968;1,7968;1,7968;
28-07-2020;1,8245;1,8245;1,8245;1,8245;1,8245;
27-07-2020;1,8223;1,8223;1,8223;1,8223;1,8223;
24-07-2020;1,8518;1,8518;1,8518;1,8518;1,8518;
23-07-2020;1,8770;1,8770;1,8770;1,8770;1,8770;
22-07-2020;1,8676;1,8676;1,8676;1,8676;1,8676;
21-07-2020;1,8953;1,8953;1,8953;1,8953;1,8953;
20-07-2020;1,8607;1,8607;1,8607;1,8607;1,8607;
17-07-2020;1,8426;1,8426;1,8426;1,8426;1,8426;
16-07-2020;1,8515;1,8515;1,8515;1,8515;1,8515;
15-07-2020;1,8517;1,8517;1,8517;1,8517;1,8517;
14-07-2020;1,8400;1,8400;1,8400;1,8400;1,8400;
13-07-2020;1,8706;1,8706;1,8706;1,8706;1,8706;
10-07-2020;1,8792;1,8792;1,8792;1,8792;1,8792;
09-07-2020;1,8820;1,8820;1,8820;1,8820;1,8820;
08-07-2020;1,8506;1,8506;1,8506;1,8506;1,8506;
07-07-2020;1,8426;1,8426;1,8426;1,8426;1,8426;
06-07-2020;1,8010;1,8010;1,8010;1,8010;1,8010;
03-07-2020;1,8053;1,8053;1,8053;1,8053;1,8053;
02-07-2020;1,8247;1,8247;1,8247;1,8247;1,8247;
01-07-2020;1,8241;1,8241;1,8241;1,8241;1,8241;
30-06-2020;1,8066;1,8066;1,8066;1,8066;1,8066;
29-06-2020;1,7754;1,7754;1,7754;1,7754;1,7754;
26-06-2020;1,8010;1,8010;1,8010;1,8010;1,8010;
25-06-2020;1,7881;1,7881;1,7881;1,7881;1,7881;
24-06-2020;1,8063;1,8063;1,8063;1,8063;1,8063;
23-06-2020;1,7992;1,7992;1,7992;1,7992;1,7992;
22-06-2020;1,7988;1,7988;1,7988;1,7988;1,7988;
19-06-2020;1,8089;1,8089;1,8089;1,8089;1,8089;
18-06-2020;1,7661;1,7661;1,7661;1,7661;1,7661;
17-06-2020;1,7611;1,7611;1,7611;1,7611;1,7611;
16-06-2020;1,7282;1,7282;1,7282;1,7282;1,7282;
15-06-2020;1,7197;1,7197;1,7197;1,7197;1,7197;
12-06-2020;1,7288;1,7288;1,7288;1,7288;1,7288;
11-06-2020;1,7603;1,7603;1,7603;1,7603;1,7603;
10-06-2020;1,7556;1,7556;1,7556;1,7556;1,7556;
09-06-2020;1,7352;1,7352;1,7352;1,7352;1,7352;
08-06-2020;1,7203;1,7203;1,7203;1,7203;1,7203;
05-06-2020;1,7034;1,7034;1,7034;1,7034;1,7034;
04-06-2020;1,7037;1,7037;1,7037;1,7037;1,7037;
03-06-2020;1,6873;1,6873;1,6873;1,6873;1,6873;
02-06-2020;1,6943;1,6943;1,6943;1,6943;1,6943;
01-06-2020;1,6993;1,6993;1,6993;1,6993;1,6993;
29-05-2020;1,6786;1,6786;1,6786;1,6786;1,6786;
28-05-2020;1,6790;1,6790;1,6790;1,6790;1,6790;
27-05-2020;1,6643;1,6643;1,6643;1,6643;1,6643;
26-05-2020;1,6905;1,6905;1,6905;1,6905;1,6905;
25-05-2020;1,7037;1,7037;1,7037;1,7037;1,7037;
22-05-2020;1,7139;1,7139;1,7139;1,7139;1,7139;
21-05-2020;1,7421;1,7421;1,7421;1,7421;1,7421;
20-05-2020;1,7412;1,7412;1,7412;1,7412;1,7412;
19-05-2020;1,7595;1,7595;1,7595;1,7595;1,7595;
18-05-2020;1,7382;1,7382;1,7382;1,7382;1,7382;
15-05-2020;1,7249;1,7249;1,7249;1,7249;1,7249;
14-05-2020;1,7326;1,7326;1,7326;1,7326;1,7326;
13-05-2020;1,7438;1,7438;1,7438;1,7438;1,7438;
12-05-2020;1,7586;1,7586;1,7586;1,7586;1,7586;
11-05-2020;1,7336;1,7336;1,7336;1,7336;1,7336;
08-05-2020;1,7310;1,7310;1,7310;1,7310;1,7310;
07-05-2020;1,7176;1,7176;1,7176;1,7176;1,7176;
06-05-2020;1,6934;1,6934;1,6934;1,6934;1,6934;
05-05-2020;1,6977;1,6977;1,6977;1,6977;1,6977;
04-05-2020;1,7284;1,7284;1,7284;1,7284;1,7284;
30-04-2020;1,7127;1,7127;1,7127;1,7127;1,7127;
29-04-2020;1,6961;1,6961;1,6961;1,6961;1,6961;
28-04-2020;1,7535;1,7535;1,7535;1,7535;1,7535;
27-04-2020;1,7608;1,7608;1,7608;1,7608;1,7608;
24-04-2020;1,7228;1,7228;1,7228;1,7228;1,7228;
23-04-2020;1,7152;1,7152;1,7152;1,7152;1,7152;
22-04-2020;1,6664;1,6664;1,6664;1,6664;1,6664;
21-04-2020;1,7016;1,7016;1,7016;1,7016;1,7016;
20-04-2020;1,6796;1,6796;1,6796;1,6796;1,6796;
17-04-2020;1,6782;1,6782;1,6782;1,6782;1,6782;
16-04-2020;1,6461;1,6461;1,6461;1,6461;1,6461;
15-04-2020;1,6330;1,6330;1,6330;1,6330;1,6330;
14-04-2020;1,5891;1,5891;1,5891;1,5891;1,5891;
13-04-2020;1,6087;1,6087;1,6087;1,6087;1,6087;
08-04-2020;1,5804;1,5804;1,5804;1,5804;1,5804;
07-04-2020;1,6316;1,6316;1,6316;1,6316;1,6316;
06-04-2020;1,5413;1,5413;1,5413;1,5413;1,5413;
03-04-2020;1,5350;1,5350;1,5350;1,5350;1,5350;
02-04-2020;1,5047;1,5047;1,5047;1,5047;1,5047;
01-04-2020;1,5138;1,5138;1,5138;1,5138;1,5138;
31-03-2020;1,5446;1,5446;1,5446;1,5446;1,5446;
30-03-2020;1,4607;1,4607;1,4607;1,4607;1,4607;
27-03-2020;1,4818;1,4818;1,4818;1,4818;1,4818;
26-03-2020;1,4589;1,4589;1,4589;1,4589;1,4589;
25-03-2020;1,5174;1,5174;1,5174;1,5174;1,5174;
24-03-2020;1,4228;1,4228;1,4228;1,4228;1,4228;
23-03-2020;1,4175;1,4175;1,4175;1,4175;1,4175;
20-03-2020;1,4478;1,4478;1,4478;1,4478;1,4478;
19-03-2020;1,4197;1,4197;1,4197;1,4197;1,4197;
18-03-2020;1,4247;1,4247;1,4247;1,4247;1,4247;
17-03-2020;1,4162;1,4162;1,4162;1,4162;1,4162;
13-03-2020;1,2888;1,2888;1,2888;1,2888;1,2888;
12-03-2020;1,3909;1,3909;1,3909;1,3909;1,3909;
11-03-2020;1,4249;1,4249;1,4249;1,4249;1,4249;
10-03-2020;1,3862;1,3862;1,3862;1,3862;1,3862;
09-03-2020;1,4048;1,4048;1,4048;1,4048;1,4048;
06-03-2020;1,4093;1,4093;1,4093;1,4093;1,4093;
05-03-2020;1,4250;1,4250;1,4250;1,4250;1,4250;
04-03-2020;1,3596;1,3596;1,3596;1,3596;1,3596;
03-03-2020;1,4039;1,4039;1,4039;1,4039;1,4039;
02-03-2020;1,3697;1,3697;1,3697;1,3697;1,3697;
28-02-2020;1,3447;1,3447;1,3447;1,3447;1,3447;
27-02-2020;1,3889;1,3889;1,3889;1,3889;1,3889;
26-02-2020;1,3793;1,3793;1,3793;1,3793;1,3793;
25-02-2020;1,4035;1,4035;1,4035;1,4035;1,4035;
24-02-2020;1,4443;1,4443;1,4443;1,4443;1,4443;
21-02-2020;1,4563;1,4563;1,4563;1,4563;1,4563;
20-02-2020;1,4465;1,4465;1,4465;1,4465;1,4465;
19-02-2020;1,4366;1,4366;1,4366;1,4366;1,4366;
18-02-2020;1,4338;1,4338;1,4338;1,4338;1,4338;
17-02-2020;1,4345;1,4345;1,4345;1,4345;1,4345;
14-02-2020;1,4312;1,4312;1,4312;1,4312;1,4312;
13-02-2020;1,4397;1,4397;1,4397;1,4397;1,4397;
12-02-2020;1,4317;1,4317;1,4317;1,4317;1,4317;
11-02-2020;1,4344;1,4344;1,4344;1,4344;1,4344;
10-02-2020;1,4278;1,4278;1,4278;1,4278;1,4278;
07-02-2020;1,4247;1,4247;1,4247;1,4247;1,4247;
06-02-2020;1,4135;1,4135;1,4135;1,4135;1,4135;
05-02-2020;1,4097;1,4097;1,4097;1,4097;1,4097;
04-02-2020;1,3818;1,3818;1,3818;1,3818;1,3818;
31-01-2020;1,3932;1,3932;1,3932;1,3932;1,3932;
30-01-2020;1,3826;1,3826;1,3826;1,3826;1,3826;
29-01-2020;1,3846;1,3846;1,3846;1,3846;1,3846;
28-01-2020;1,3819;1,3819;1,3819;1,3819;1,3819;
27-01-2020;1,4010;1,4010;1,4010;1,4010;1,4010;
24-01-2020;1,4146;1,4146;1,4146;1,4146;1,4146;
23-01-2020;1,4096;1,4096;1,4096;1,4096;1,4096;
22-01-2020;1,4186;1,4186;1,4186;1,4186;1,4186;
21-01-2020;1,4186;1,4186;1,4186;1,4186;1,4186;
20-01-2020;1,4212;1,4212;1,4212;1,4212;1,4212;
17-01-2020;1,4220;1,4220;1,4220;1,4220;1,4220;
16-01-2020;1,4117;1,4117;1,4117;1,4117;1,4117;
15-01-2020;1,4039;1,4039;1,4039;1,4039;1,4039;
14-01-2020;1,4063;1,4063;1,4063;1,4063;1,4063;
13-01-2020;1,3974;1,3974;1,3974;1,3974;1,3974;
10-01-2020;1,4013;1,4013;1,4013;1,4013;1,4013;
09-01-2020;1,3859;1,3859;1,3859;1,3859;1,3859;
08-01-2020;1,3851;1,3851;1,3851;1,3851;1,3851;
07-01-2020;1,3863;1,3863;1,3863;1,3863;1,3863;
06-01-2020;1,3845;1,3845;1,3845;1,3845;1,3845;
03-01-2020;1,3900;1,3900;1,3900;1,3900;1,3900;
02-01-2020;1,3770;1,3770;1,3770;1,3770;1,3770;
31-12-2019;1,3782;1,3782;1,3782;1,3782;1,3782;
30-12-2019;1,3823;1,3823;1,3823;1,3823;1,3823;
27-12-2019;1,3875;1,3875;1,3875;1,3875;1,3875;
26-12-2019;1,3822;1,3822;1,3822;1,3822;1,3822;
24-12-2019;1,3802;1,3802;1,3802;1,3802;1,3802;
23-12-2019;1,3787;1,3787;1,3787;1,3787;1,3787;
20-12-2019;1,3756;1,3756;1,3756;1,3756;1,3756;
19-12-2019;1,3679;1,3679;1,3679;1,3679;1,3679;
18-12-2019;1,3628;1,3628;1,3628;1,3628;1,3628;
17-12-2019;1,3667;1,3667;1,3667;1,3667;1,3667;
16-12-2019;1,3640;1,3640;1,3640;1,3640;1,3640;
13-12-2019;1,3634;1,3634;1,3634;1,3634;1,3634;
11-12-2019;1,3633;1,3633;1,3633;1,3633;1,3633;
10-12-2019;1,3610;1,3610;1,3610;1,3610;1,3610;
09-12-2019;1,3654;1,3654;1,3654;1,3654;1,3654;
06-12-2019;1,3609;1,3609;1,3609;1,3609;1,3609;
05-12-2019;1,3645;1,3645;1,3645;1,3645;1,3645;
04-12-2019;1,3655;1,3655;1,3655;1,3655;1,3655;
03-12-2019;1,3708;1,3708;1,3708;1,3708;1,3708;
02-12-2019;1,3858;1,3858;1,3858;1,3858;1,3858;
29-11-2019;1,3917;1,3917;1,3917;1,3917;1,3917;
28-11-2019;1,3899;1,3899;1,3899;1,3899;1,3899;
27-11-2019;1,3809;1,3809;1,3809;1,3809;1,3809;
26-11-2019;1,3656;1,3656;1,3656;1,3656;1,3656;
25-11-2019;1,3474;1,3474;1,3474;1,3474;1,3474;
22-11-2019;1,3424;1,3424;1,3424;1,3424;1,3424;
21-11-2019;1,3522;1,3522;1,3522;1,3522;1,3522;
20-11-2019;1,3490;1,3490;1,3490;1,3490;1,3490;
19-11-2019;1,3339;1,3339;1,3339;1,3339;1,3339;
15-11-2019;1,3386;1,3386;1,3386;1,3386;1,3386;
14-11-2019;1,3466;1,3466;1,3466;1,3466;1,3466;
13-11-2019;1,3423;1,3423;1,3423;1,3423;1,3423;
12-11-2019;1,3215;1,3215;1,3215;1,3215;1,3215;
11-11-2019;1,3254;1,3254;1,3254;1,3254;1,3254;
08-11-2019;1,3176;1,3176;1,3176;1,3176;1,3176;
07-11-2019;1,3154;1,3154;1,3154;1,3154;1,3154;
06-11-2019;1,3183;1,3183;1,3183;1,3183;1,3183;
05-11-2019;1,3156;1,3156;1,3156;1,3156;1,3156;
04-11-2019;1,3062;1,3062;1,3062;1,3062;1,3062;
01-11-2019;1,3057;1,3057;1,3057;1,3057;1,3057;
31-10-2019;1,3020;1,3020;1,3020;1,3020;1,3020;
30-10-2019;1,3004;1,3004;1,3004;1,3004;1,3004;
29-10-2019;1,3016;1,3016;1,3016;1,3016;1,3016;
28-10-2019;1,2884;1,2884;1,2884;1,2884;1,2884;
25-10-2019;1,2915;1,2915;1,2915;1,2915;1,2915;
24-10-2019;1,2776;1,2776;1,2776;1,2776;1,2776;
23-10-2019;1,2750;1,2750;1,2750;1,2750;1,2750;
22-10-2019;1,2856;1,2856;1,2856;1,2856;1,2856;
21-10-2019;1,2766;1,2766;1,2766;1,2766;1,2766;
18-10-2019;1,2948;1,2948;1,2948;1,2948;1,2948;
17-10-2019;1,2945;1,2945;1,2945;1,2945;1,2945;
16-10-2019;1,3019;1,3019;1,3019;1,3019;1,3019;
15-10-2019;1,2898;1,2898;1,2898;1,2898;1,2898;
14-10-2019;1,2950;1,2950;1,2950;1,2950;1,2950;
11-10-2019;1,2896;1,2896;1,2896;1,2896;1,2896;
10-10-2019;1,2909;1,2909;1,2909;1,2909;1,2909;
09-10-2019;1,2783;1,2783;1,2783;1,2783;1,2783;
08-10-2019;1,2968;1,2968;1,2968;1,2968;1,2968;
07-10-2019;1,3014;1,3014;1,3014;1,3014;1,3014;
04-10-2019;1,2914;1,2914;1,2914;1,2914;1,2914;
03-10-2019;1,2835;1,2835;1,2835;1,2835;1,2835;
02-10-2019;1,3076;1,3076;1,3076;1,3076;1,3076;
01-10-2019;1,3178;1,3178;1,3178;1,3178;1,3178;
30-09-2019;1,3100;1,3100;1,3100;1,3100;1,3100;
27-09-2019;1,3204;1,3204;1,3204;1,3204;1,3204;
26-09-2019;1,3186;1,3186;1,3186;1,3186;1,3186;
25-09-2019;1,3053;1,3053;1,3053;1,3053;1,3053;
24-09-2019;1,3225;1,3225;1,3225;1,3225;1,3225;
23-09-2019;1,3219;1,3219;1,3219;1,3219;1,3219;
20-09-2019;1,3253;1,3253;1,3253;1,3253;1,3253;
19-09-2019;1,3172;1,3172;1,3172;1,3172;1,3172;
18-09-2019;1,3177;1,3177;1,3177;1,3177;1,3177;
17-09-2019;1,3223;1,3223;1,3223;1,3223;1,3223;
13-09-2019;1,3266;1,3266;1,3266;1,3266;1,3266;
12-09-2019;1,3323;1,3323;1,3323;1,3323;1,3323;
11-09-2019;1,3207;1,3207;1,3207;1,3207;1,3207;
